                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                 1.5914,                 2.4103,                 1.7667,                0.14983,                0.24843,                0.13264,                0.05517,                 1.8962,                 2.8709,                 2.1481,              0.0013724,              0.0013724,              0.0013724
                     18,                 1.5464,                 2.2519,                  1.738,                0.13395,                0.39046,                0.17847,                0.07664,                  1.805,                 2.8218,                  2.098,              0.0013689,              0.0013689,              0.0013689
                     19,                 1.5445,                 2.2202,                 1.7394,                0.22748,                0.33466,                0.20601,                0.09839,                 1.9074,                 2.5638,                 2.1294,              0.0013653,              0.0013653,              0.0013653
                     20,                 1.5161,                 2.2282,                 1.7019,                0.17285,                0.45395,                 0.1778,                0.08251,                 1.9025,                 2.7977,                  2.026,              0.0013618,              0.0013618,              0.0013618
                     21,                 1.4755,                 2.2876,                 1.6791,                0.18077,                0.32029,                0.11826,                0.05126,                  1.975,                 2.6067,                  2.127,              0.0013583,              0.0013583,              0.0013583
                     22,                 1.4708,                 2.1763,                 1.6883,                0.19301,                 0.3951,                0.19572,                0.09889,                 1.8183,                  3.123,                 2.0686,              0.0013547,              0.0013547,              0.0013547
                     23,                 1.5134,                 2.2311,                 1.7482,                 0.2856,                0.32531,                0.22932,                0.10287,                 1.9542,                 2.9892,                 2.1608,              0.0013512,              0.0013512,              0.0013512
                     24,                 1.4609,                 2.1616,                   1.69,                0.19668,                0.31358,                 0.1787,                0.08859,                  1.632,                 2.7729,                 1.9275,              0.0013477,              0.0013477,              0.0013477
                     25,                 1.4943,                 2.1791,                   1.71,                0.14591,                0.35249,                0.13887,                0.06391,                  1.818,                 2.8184,                 2.0826,              0.0013441,              0.0013441,              0.0013441
                     26,                 1.4581,                 2.1672,                  1.684,                0.20331,                 0.3869,                0.20256,                0.09362,                  1.839,                 2.8254,                 2.0729,              0.0013406,              0.0013406,              0.0013406
                     27,                 1.4435,                 2.1201,                 1.6688,                0.24285,                0.45113,                0.26486,                0.13781,                 1.6605,                 2.4227,                 1.9279,               0.001337,               0.001337,               0.001337
                     28,                 1.4013,                 2.1321,                 1.6797,                 0.2829,                0.31915,                0.17921,                0.07787,                 1.9312,                 2.6101,                 2.1912,              0.0013335,              0.0013335,              0.0013335
                     29,                 1.4203,                 2.0749,                 1.6866,                0.21434,                0.45985,                0.22523,                0.10254,                 1.8716,                  2.539,                 2.1183,                0.00133,                0.00133,                0.00133
                     30,                 1.4421,                 2.1416,                 1.6963,                0.17951,                0.42433,                0.20143,                0.10501,                 1.7244,                 2.6537,                 2.0464,              0.0013264,              0.0013264,              0.0013264
                     31,                 1.4142,                 2.0331,                  1.676,                0.26321,                0.38827,                0.21752,                 0.0964,                 1.8322,                 2.5316,                 2.0549,              0.0013229,              0.0013229,              0.0013229
                     32,                 1.4183,                 2.0941,                 1.6747,                0.24547,                0.45961,                0.24851,                0.11927,                 1.8133,                 2.4631,                 2.0817,              0.0013194,              0.0013194,              0.0013194
                     33,                 1.4087,                 2.0359,                 1.6499,                0.24215,                0.41269,                0.25937,                0.12169,                 1.7225,                 2.3616,                 1.9937,              0.0013158,              0.0013158,              0.0013158
                     34,                 1.4036,                 1.9908,                 1.6488,                0.21875,                0.47955,                0.24662,                0.11527,                 1.7479,                 2.5834,                 2.0309,              0.0013123,              0.0013123,              0.0013123
                     35,                 1.3944,                 2.0117,                 1.6596,                0.27317,                0.35835,                0.26717,                0.11973,                 1.7783,                 2.5265,                 2.0745,              0.0013087,              0.0013087,              0.0013087
                     36,                 1.3433,                 1.9521,                 1.6069,                0.36214,                0.45452,                0.35633,                0.17432,                 1.6799,                 2.4518,                 1.9864,              0.0013052,              0.0013052,              0.0013052
                     37,                 1.3566,                 1.9793,                 1.6258,                0.35611,                0.43158,                0.33251,                0.18515,                 1.5527,                 2.2049,                 1.8742,              0.0013017,              0.0013017,              0.0013017
                     38,                 1.4046,                 1.9865,                 1.6552,                0.34654,                0.38479,                0.30332,                0.15606,                 1.6503,                 2.3506,                 1.9551,              0.0012981,              0.0012981,              0.0012981
                     39,                  1.346,                 1.9933,                 1.6198,                0.34245,                0.44147,                0.29833,                0.14182,                 1.6546,                 2.3659,                 1.9253,              0.0012946,              0.0012946,              0.0012946
                     40,                 1.3261,                 1.8788,                 1.5998,                0.20956,                0.39407,                0.19523,                0.08902,                 1.7445,                 2.4671,                 2.0176,              0.0012911,              0.0012911,              0.0012911
                     41,                 1.3233,                 1.9367,                 1.6246,                0.32982,                0.39887,                 0.3179,                0.17071,                 1.6531,                 2.2008,                 1.9536,              0.0012875,              0.0012875,              0.0012875
                     42,                 1.3196,                 1.8991,                 1.6024,                0.24948,                0.43492,                0.25766,                0.13407,                 1.7308,                 2.4925,                 2.0116,               0.001284,               0.001284,               0.001284
                     43,                 1.3133,                 1.9181,                 1.5922,                0.30068,                0.40189,                0.24486,                0.12852,                 1.7629,                 2.5091,                 2.0846,              0.0012805,              0.0012805,              0.0012805
                     44,                 1.3168,                 1.8984,                 1.5794,                0.40284,                0.34409,                0.31016,                0.16364,                 1.6808,                  2.268,                 1.9748,              0.0012769,              0.0012769,              0.0012769
                     45,                  1.298,                 1.8674,                 1.5778,                0.36272,                0.30183,                0.29513,                0.15868,                 1.6586,                 2.4916,                 1.9361,              0.0012734,              0.0012734,              0.0012734
                     46,                 1.3134,                 1.8904,                 1.5826,                0.41985,                0.31342,                0.31333,                0.17347,                 1.5792,                 2.2991,                 1.9053,              0.0012698,              0.0012698,              0.0012698
                     47,                 1.2738,                  1.791,                 1.5442,                0.33309,                0.45068,                0.30088,                0.16799,                 1.6525,                 2.3274,                 1.9443,              0.0012663,              0.0012663,              0.0012663
                     48,                 1.2907,                 1.8729,                 1.5686,                0.36054,                0.39568,                0.30389,                0.16879,                 1.5933,                 2.5657,                 1.8941,              0.0012628,              0.0012628,              0.0012628
                     49,                 1.2877,                 1.8124,                 1.5532,                0.38284,                0.35673,                0.31749,                0.16024,                 1.6501,                 2.1944,                 1.9408,              0.0012592,              0.0012592,              0.0012592
                     50,                 1.2697,                 1.8573,                 1.5514,                0.37347,                 0.3523,                0.30769,                0.16225,                 1.7051,                 2.2601,                 1.9934,              0.0012557,              0.0012557,              0.0012557
                     51,                 1.2547,                 1.7847,                 1.5317,                0.40272,                0.28601,                0.31138,                0.15809,                 1.7399,                 2.2648,                 1.9947,              0.0012522,              0.0012522,              0.0012522
                     52,                  1.246,                 1.8122,                  1.527,                0.39333,                0.33982,                0.31435,                0.17013,                 1.6643,                 2.2045,                 1.9462,              0.0012486,              0.0012486,              0.0012486
                     53,                 1.2461,                 1.8274,                 1.5426,                0.42928,                0.36181,                0.32204,                0.16688,                 1.5405,                 2.4914,                 1.8684,              0.0012451,              0.0012451,              0.0012451
                     54,                 1.2367,                 1.7808,                 1.5295,                0.31984,                0.41939,                0.34166,                0.18197,                 1.5644,                 2.2883,                 1.8728,              0.0012416,              0.0012416,              0.0012416
                     55,                 1.2318,                 1.7593,                 1.5485,                0.35814,                0.41656,                0.33948,                0.19111,                 1.5641,                 2.1971,                 1.8715,               0.001238,               0.001238,               0.001238
                     56,                 1.2913,                 1.7869,                 1.5536,                0.46445,                0.38234,                0.34166,                0.19098,                 1.6944,                 2.2328,                 1.9938,              0.0012345,              0.0012345,              0.0012345
                     57,                 1.2232,                 1.7098,                 1.5308,                0.45971,                0.38197,                0.35445,                0.18231,                 1.6279,                 2.2382,                 1.9628,              0.0012309,              0.0012309,              0.0012309
                     58,                 1.2385,                 1.7053,                 1.5238,                0.42063,                0.32891,                0.31746,                0.15368,                 1.7622,                 2.2868,                 2.0558,              0.0012274,              0.0012274,              0.0012274
                     59,                  1.243,                 1.6965,                  1.527,                0.47724,                0.30383,                0.31618,                0.16335,                  1.641,                 2.2544,                 1.9429,              0.0012239,              0.0012239,              0.0012239
                     60,                 1.2445,                 1.6948,                 1.5661,                0.48028,                0.42994,                0.38376,                 0.2106,                 1.6317,                 2.1825,                 1.9555,              0.0012203,              0.0012203,              0.0012203
                     61,                 1.2356,                 1.6583,                 1.5094,                0.34974,                0.46218,                0.36657,                0.18894,                  1.683,                  2.526,                 1.9546,              0.0012168,              0.0012168,              0.0012168
                     62,                 1.1693,                 1.6527,                 1.4828,                0.40382,                 0.3657,                 0.3305,                0.16798,                 1.6679,                 2.2692,                 1.9377,              0.0012133,              0.0012133,              0.0012133
                     63,                 1.2171,                 1.6133,                 1.4951,                0.45076,                0.40276,                0.36368,                0.20686,                 1.6277,                 2.1663,                 1.9154,              0.0012097,              0.0012097,              0.0012097
                     64,                  1.214,                  1.659,                 1.5103,                0.30204,                0.41726,                0.32813,                0.17894,                 1.6096,                 2.3946,                 1.9409,              0.0012062,              0.0012062,              0.0012062
                     65,                 1.1701,                  1.619,                 1.4738,                0.46471,                0.45872,                 0.3954,                0.21679,                 1.5685,                 2.2062,                 1.8325,              0.0012026,              0.0012026,              0.0012026
                     66,                 1.1362,                 1.5537,                 1.4472,                0.40495,                0.39271,                0.33612,                0.17853,                  1.755,                 2.2773,                 2.0085,              0.0011991,              0.0011991,              0.0011991
                     67,                  1.175,                 1.5823,                 1.4658,                 0.3708,                0.50578,                0.36402,                0.19645,                  1.672,                 2.0832,                 1.9752,              0.0011956,              0.0011956,              0.0011956
                     68,                 1.2213,                 1.6863,                 1.5178,                0.45771,                0.44675,                0.40635,                0.23106,                 1.6357,                 2.0774,                 1.9553,               0.001192,               0.001192,               0.001192
                     69,                 1.1511,                 1.5577,                 1.4603,                0.50609,                0.43918,                0.39343,                0.20094,                 1.6073,                 2.1561,                 1.9309,              0.0011885,              0.0011885,              0.0011885
                     70,                 1.1461,                 1.5239,                 1.4584,                0.41279,                0.33641,                 0.3363,                0.17965,                 1.7397,                 2.1526,                 2.0108,               0.001185,               0.001185,               0.001185
                     71,                 1.1282,                 1.4927,                 1.4347,                0.41813,                0.49177,                 0.4121,                 0.2299,                 1.5873,                 2.0552,                 1.8676,              0.0011814,              0.0011814,              0.0011814
                     72,                 1.1029,                  1.496,                 1.4081,                0.48324,                0.31223,                0.31238,                0.17184,                 1.6277,                 2.2289,                 1.9349,              0.0011779,              0.0011779,              0.0011779
                     73,                 1.0776,                 1.4095,                 1.4015,                0.56418,                0.43869,                0.45831,                0.26185,                 1.4954,                 2.0719,                 1.8206,              0.0011744,              0.0011744,              0.0011744
                     74,                 1.1335,                 1.5114,                 1.4423,                0.56886,                0.32568,                0.37631,                0.20876,                  1.627,                 2.3595,                 1.9618,              0.0011708,              0.0011708,              0.0011708
                     75,                 1.1203,                 1.5571,                 1.4526,                0.45601,                0.45587,                0.41499,                0.24004,                 1.5129,                 2.0559,                 1.8283,              0.0011673,              0.0011673,              0.0011673
                     76,                 1.0981,                 1.5047,                 1.4341,                0.50424,                0.37008,                0.35242,                0.19579,                 1.7034,                 2.3405,                  2.003,              0.0011637,              0.0011637,              0.0011637
                     77,                  1.099,                 1.5087,                 1.4322,                0.48521,                0.38466,                0.37952,                0.20948,                 1.6175,                 2.2414,                  1.941,              0.0011602,              0.0011602,              0.0011602
                     78,                 1.0938,                 1.4402,                 1.4135,                0.47961,                0.37591,                0.38065,                0.20365,                 1.6093,                 2.2238,                 1.9398,              0.0011567,              0.0011567,              0.0011567
                     79,                 1.0935,                 1.4442,                   1.41,                0.52527,                0.38195,                0.38245,                0.21681,                 1.5527,                 2.0679,                 1.8629,              0.0011531,              0.0011531,              0.0011531
                     80,                 1.0984,                 1.5143,                   1.44,                0.59345,                0.34493,                0.40879,                0.23324,                 1.5866,                 2.2569,                 1.9185,              0.0011496,              0.0011496,              0.0011496
                     81,                 1.1013,                 1.4821,                 1.4345,                0.34364,                0.41838,                0.31777,                0.16905,                 1.7195,                 2.1985,                 1.9586,              0.0011461,              0.0011461,              0.0011461
                     82,                 1.0938,                 1.4417,                 1.4357,                 0.4217,                0.45392,                0.37344,                0.19732,                 1.6407,                 2.0293,                   1.99,              0.0011425,              0.0011425,              0.0011425
                     83,                  1.046,                 1.3559,                 1.3738,                0.45035,                0.38902,                 0.3992,                0.21642,                 1.5972,                 2.0361,                 1.9462,               0.001139,               0.001139,               0.001139
                     84,                 1.0698,                 1.3917,                 1.4075,                0.47825,                0.40493,                0.35813,                0.19605,                 1.7312,                 2.2201,                  2.059,              0.0011354,              0.0011354,              0.0011354
                     85,                 1.0465,                 1.4018,                 1.3828,                0.64929,                0.36531,                0.42007,                0.25905,                 1.6114,                 2.1351,                 1.9392,              0.0011319,              0.0011319,              0.0011319
                     86,                 1.0568,                 1.4602,                 1.3995,                0.52207,                 0.4118,                0.41729,                0.23821,                 1.6247,                 2.0567,                 1.9703,              0.0011284,              0.0011284,              0.0011284
                     87,                 1.0828,                 1.4049,                 1.4002,                0.59331,                0.36967,                 0.4156,                0.23765,                 1.5514,                 2.0843,                 1.8787,              0.0011248,              0.0011248,              0.0011248
                     88,                 1.0549,                 1.3428,                 1.3857,                0.49549,                0.39096,                0.37493,                0.19457,                  1.751,                  2.344,                 2.0318,              0.0011213,              0.0011213,              0.0011213
                     89,                 1.0614,                 1.3335,                 1.4155,                0.40734,                0.43186,                0.37518,                0.19745,                 1.6746,                 2.1935,                 1.9649,              0.0011178,              0.0011178,              0.0011178
                     90,                 1.0221,                 1.3063,                 1.3726,                0.48983,                0.36808,                0.36759,                0.19784,                 1.7044,                 2.1502,                 2.0239,              0.0011142,              0.0011142,              0.0011142
                     91,                 1.0173,                 1.3123,                 1.3688,                 0.5131,                0.42029,                0.40234,                0.23373,                 1.5857,                 2.1717,                 1.9416,              0.0011107,              0.0011107,              0.0011107
                     92,                 0.9831,                 1.2892,                 1.3344,                0.46825,                0.41476,                0.41252,                0.24732,                 1.5755,                 2.0357,                 1.9101,              0.0011072,              0.0011072,              0.0011072
                     93,                  1.005,                  1.299,                 1.3582,                0.45963,                0.36115,                0.38574,                 0.2188,                 1.6626,                 2.0726,                 1.9924,              0.0011036,              0.0011036,              0.0011036
                     94,                 1.0013,                  1.285,                 1.3564,                0.43738,                0.40152,                0.38982,                0.21516,                 1.6008,                 2.1729,                 1.9396,              0.0011001,              0.0011001,              0.0011001
                     95,                  1.014,                 1.2927,                 1.3515,                0.44106,                0.45797,                0.40815,                  0.239,                 1.5595,                 2.1046,                 1.8945,              0.0010965,              0.0010965,              0.0010965
                     96,                 1.0243,                 1.3058,                 1.3631,                0.54162,                0.39767,                0.41989,                0.23036,                 1.5931,                  2.066,                 1.9197,               0.001093,               0.001093,               0.001093
                     97,                 0.9948,                 1.2566,                 1.3456,                0.55525,                0.38106,                0.38545,                0.21855,                 1.5963,                 2.1357,                 1.9124,              0.0010895,              0.0010895,              0.0010895
                     98,                 1.0193,                 1.2763,                 1.3765,                0.42877,                0.45217,                0.40856,                0.23257,                 1.5793,                 2.1059,                 1.9175,              0.0010859,              0.0010859,              0.0010859
                     99,                 1.0356,                 1.2593,                 1.3874,                 0.4203,                0.43053,                0.38771,                0.21169,                 1.6822,                  2.285,                 2.0011,              0.0010824,              0.0010824,              0.0010824
                    100,                0.98786,                 1.2426,                 1.3446,                0.50357,                0.42192,                 0.3998,                0.24903,                 1.6111,                 2.1975,                 1.9397,              0.0010789,              0.0010789,              0.0010789
                    101,                0.97369,                 1.2088,                 1.3295,                0.48295,                0.42833,                0.38722,                0.21721,                 1.6757,                  2.191,                 2.0311,              0.0010753,              0.0010753,              0.0010753
                    102,                 0.9646,                 1.2356,                 1.3302,                0.51741,                0.39545,                0.37874,                0.21558,                 1.6586,                 2.2831,                  1.992,              0.0010718,              0.0010718,              0.0010718
                    103,                0.96454,                 1.1805,                 1.3209,                0.42408,                0.38173,                0.35777,                0.20063,                 1.6838,                 2.1635,                 1.9693,              0.0010682,              0.0010682,              0.0010682
                    104,                0.95756,                 1.3045,                 1.3297,                 0.4209,                0.42891,                 0.4155,                0.24208,                 1.5999,                 2.0833,                 1.9461,              0.0010647,              0.0010647,              0.0010647
                    105,                0.94803,                 1.2435,                 1.3161,                0.43361,                0.43889,                0.37967,                0.21901,                  1.651,                 2.4169,                  2.041,              0.0010612,              0.0010612,              0.0010612
                    106,                0.96428,                 1.1693,                 1.3057,                0.46837,                0.41876,                0.37865,                0.22159,                 1.6475,                 2.4341,                 2.0238,              0.0010576,              0.0010576,              0.0010576
                    107,                0.94694,                 1.2265,                 1.3232,                 0.6037,                 0.3764,                0.43833,                0.25034,                 1.5948,                 2.0629,                 1.9711,              0.0010541,              0.0010541,              0.0010541
                    108,                0.93341,                  1.166,                 1.3027,                0.50792,                0.39021,                0.39168,                0.22987,                 1.6083,                 2.2949,                 2.0123,              0.0010506,              0.0010506,              0.0010506
                    109,                0.96893,                 1.2233,                  1.361,                0.60202,                0.37497,                0.42914,                0.24422,                 1.6148,                 2.0752,                 2.0595,               0.001047,               0.001047,               0.001047
                    110,                0.94543,                 1.1658,                 1.3087,                0.51006,                0.42488,                 0.4223,                0.24237,                 1.6575,                 2.2387,                 2.0522,              0.0010435,              0.0010435,              0.0010435
                    111,                 0.9423,                 1.1825,                 1.3197,                0.45096,                0.47334,                0.40457,                0.24068,                 1.6027,                 2.2984,                 1.9613,                0.00104,                0.00104,                0.00104
                    112,                0.91947,                 1.1181,                 1.3016,                0.39858,                0.45554,                0.37741,                0.22884,                 1.6141,                 2.5246,                 2.0106,              0.0010364,              0.0010364,              0.0010364
                    113,                0.92959,                 1.1392,                 1.3134,                0.46175,                0.38635,                0.35939,                0.20598,                 1.6204,                 2.2354,                  1.978,              0.0010329,              0.0010329,              0.0010329
                    114,                0.91026,                  1.141,                 1.2908,                0.59612,                0.37304,                0.38981,                0.21595,                 1.6402,                 2.0825,                 2.0279,              0.0010293,              0.0010293,              0.0010293
                    115,                0.93587,                 1.1275,                 1.3236,                0.56942,                0.35548,                0.39326,                0.21775,                 1.7726,                 2.1825,                 2.1876,              0.0010258,              0.0010258,              0.0010258
                    116,                0.95668,                  1.131,                 1.3167,                0.46128,                0.43611,                0.40417,                0.23126,                 1.6683,                 2.2159,                 2.0211,              0.0010223,              0.0010223,              0.0010223
                    117,                0.90665,                 1.1034,                 1.2773,                0.42062,                0.44698,                0.39955,                0.21981,                 1.6079,                 2.0225,                 1.9746,              0.0010187,              0.0010187,              0.0010187
                    118,                0.91004,                 1.0891,                 1.2849,                0.48542,                0.41281,                 0.3899,                0.22494,                 1.6701,                 2.0387,                  2.005,              0.0010152,              0.0010152,              0.0010152
                    119,                0.92914,                 1.1051,                 1.3021,                0.48238,                0.36718,                0.36994,                0.18864,                 1.7232,                 2.0531,                 2.0618,              0.0010117,              0.0010117,              0.0010117
                    120,                0.88336,                 1.0501,                 1.2467,                0.42592,                0.41009,                0.37275,                0.22725,                 1.6049,                  2.361,                 1.9622,              0.0010081,              0.0010081,              0.0010081
                    121,                0.88687,                 1.0465,                 1.2706,                0.51281,                0.42243,                0.41677,                0.25965,                 1.6324,                 2.3298,                 2.0116,              0.0010046,              0.0010046,              0.0010046
                    122,                0.90691,                 1.1167,                 1.2856,                0.36805,                0.47674,                0.39368,                0.21373,                 1.6831,                 2.1045,                 2.0746,              0.0010011,              0.0010011,              0.0010011
                    123,                0.88643,                 1.0736,                  1.268,                  0.573,                0.41668,                0.44024,                0.23647,                 1.6636,                 2.1807,                  2.063,             0.00099751,             0.00099751,             0.00099751
                    124,                0.88513,                 1.0572,                 1.2776,                0.47703,                0.44632,                0.42537,                0.25635,                 1.5913,                 2.2158,                 1.9567,             0.00099398,             0.00099398,             0.00099398
                    125,                0.91006,                 1.0968,                  1.292,                0.39094,                0.42213,                 0.3691,                0.21236,                 1.6866,                 2.2776,                  2.076,             0.00099044,             0.00099044,             0.00099044
                    126,                0.88343,                 1.0272,                 1.2688,                0.47903,                0.49724,                0.48255,                0.27309,                 1.6132,                 1.9879,                 1.9818,              0.0009869,              0.0009869,              0.0009869
                    127,                0.87132,                 1.0011,                  1.268,                0.56146,                0.39621,                 0.4207,                0.23575,                 1.6283,                 2.1484,                 1.9903,             0.00098337,             0.00098337,             0.00098337
                    128,                0.90898,                 1.0572,                 1.2954,                0.42229,                0.42989,                0.38478,                0.21931,                 1.6119,                 2.0403,                 1.9935,             0.00097983,             0.00097983,             0.00097983
                    129,                0.88343,                 1.0127,                  1.256,                0.61587,                0.35367,                0.38516,                0.23796,                 1.6276,                 2.5516,                  1.994,             0.00097629,             0.00097629,             0.00097629
                    130,                0.85826,                 1.0187,                 1.2568,                0.51813,                0.41098,                 0.3852,                0.22496,                 1.6687,                 2.8091,                 2.0504,             0.00097276,             0.00097276,             0.00097276
                    131,                0.87645,                 1.0288,                 1.2584,                0.53173,                0.43964,                0.43753,                 0.2654,                 1.6527,                 2.2325,                 2.0414,             0.00096922,             0.00096922,             0.00096922
                    132,                0.81656,                0.97456,                 1.2124,                0.54818,                0.38762,                0.41158,                0.25271,                 1.6625,                 2.3479,                 2.0173,             0.00096568,             0.00096568,             0.00096568
                    133,                0.85178,                0.98186,                 1.2576,                0.52361,                0.39356,                0.42598,                 0.2542,                  1.603,                 2.0791,                 2.0087,             0.00096215,             0.00096215,             0.00096215
                    134,                0.86349,                 1.0223,                 1.2765,                0.40807,                0.47298,                0.38417,                0.21887,                 1.6643,                 2.1459,                 2.0629,             0.00095861,             0.00095861,             0.00095861
                    135,                0.82895,                0.95739,                 1.2384,                0.58473,                 0.3746,                0.41974,                0.25104,                 1.7076,                 2.0513,                 2.0614,             0.00095507,             0.00095507,             0.00095507
                    136,                0.84333,                  1.028,                 1.2452,                0.58885,                0.35079,                0.42075,                0.26805,                 1.6047,                 2.1065,                 1.9806,             0.00095154,             0.00095154,             0.00095154
                    137,                0.79963,                0.96047,                 1.2167,                0.45522,                0.44052,                0.40486,                0.24732,                 1.6036,                 2.1337,                 1.9542,               0.000948,               0.000948,               0.000948
                    138,                0.80601,                0.92426,                 1.2305,                0.52016,                0.43322,                 0.4082,                 0.2474,                 1.5832,                 2.2311,                 1.9345,             0.00094446,             0.00094446,             0.00094446
                    139,                0.81966,                0.94268,                 1.2102,                0.45424,                0.42911,                0.37344,                0.21626,                 1.6505,                 2.1176,                 2.0124,             0.00094093,             0.00094093,             0.00094093
                    140,                0.84252,                0.99071,                 1.2363,                0.55051,                0.39379,                0.43239,                0.25699,                  1.648,                 2.2121,                 2.0231,             0.00093739,             0.00093739,             0.00093739
                    141,                0.79629,                0.93297,                 1.2244,                0.58089,                0.37903,                 0.4074,                0.25049,                 1.7029,                 2.5316,                 2.0381,             0.00093385,             0.00093385,             0.00093385
                    142,                0.79418,                0.88775,                 1.1947,                 0.4826,                0.34069,                0.35647,                0.22131,                 1.7944,                 3.2941,                 2.1676,             0.00093031,             0.00093031,             0.00093031
                    143,                0.80386,                0.91658,                 1.2114,                 0.4903,                0.45868,                0.44213,                0.26563,                 1.7192,                 2.3354,                 2.0661,             0.00092678,             0.00092678,             0.00092678
                    144,                 0.8339,                0.92846,                  1.223,                0.48609,                0.41643,                0.42113,                0.24115,                 1.7141,                 2.1719,                 2.0908,             0.00092324,             0.00092324,             0.00092324
                    145,                0.82252,                0.92219,                 1.2178,                0.54311,                 0.3787,                0.39348,                0.22925,                 1.6889,                 2.3489,                 2.0123,              0.0009197,              0.0009197,              0.0009197
                    146,                0.79457,                0.90279,                  1.204,                0.66528,                 0.3701,                0.44517,                 0.2669,                 1.6922,                 2.1418,                 2.0828,             0.00091617,             0.00091617,             0.00091617
                    147,                0.77749,                0.87894,                 1.1998,                0.51157,                0.50623,                0.45811,                0.26758,                 1.6097,                 2.1136,                 2.0118,             0.00091263,             0.00091263,             0.00091263
                    148,                0.78779,                0.86473,                 1.2003,                0.55045,                0.41593,                0.43669,                 0.2588,                 1.7322,                 2.2928,                 2.1074,             0.00090909,             0.00090909,             0.00090909
                    149,                 0.7981,                 0.8688,                 1.2147,                0.61521,                0.40244,                0.44706,                0.25483,                 1.6689,                 2.1006,                 2.0512,             0.00090556,             0.00090556,             0.00090556
                    150,                0.80149,                0.91536,                 1.2185,                0.57291,                0.44251,                0.45561,                0.26823,                 1.7444,                 2.3464,                 2.0797,             0.00090202,             0.00090202,             0.00090202
                    151,                0.76543,                0.89956,                 1.1906,                0.55504,                0.43167,                0.47131,                0.27298,                 1.6552,                 1.9654,                 2.0753,             0.00089848,             0.00089848,             0.00089848
                    152,                0.75453,                0.88618,                 1.1905,                0.45384,                0.49481,                0.44447,                0.24756,                 1.6778,                 2.0523,                 2.1387,             0.00089495,             0.00089495,             0.00089495
